"Ville","CP","Adresse","Longitude","Latitude","Type","Effectif","superficie","population","noReg","noDept","gn2013","gd2013","pn2013"
"GRETZ-ARMAINVILLIERS","77220",,2.733333,48.733333,"PM",6,1356.0,7.9,11,"77",920,463,3773
"GREZ-SUR-LOING","77880",,2.7,48.316667,"PM",1,1306.0,1.4,11,"77",920,463,3773
"JOUARRE","77640",,3.133333,48.933333,"PM",2,4237.0,4.2,11,"77",920,463,3773
"LAGNY-SUR-MARNE","77400",,2.716667,48.866667,"PM",6,579.0,20.2,11,"77",920,463,3773
"LIEUSAINT","77127",,2.55,48.633333,"PM",5,1191.0,10.4,11,"77",920,463,3773
"LIEUSAINT","77127",,2.55,48.633333,"PM",5,532.0,0.4,25,"77",613,349,443
"LIEUSAINT","77127",,2.55,48.633333,"PM",5,532.0,0.4,25,"77",920,463,3773
"LIZY-SUR-OURCQ","77440",,3.033333,49.016667,"PM",3,1124.0,3.5,11,"77",920,463,3773
"LOGNES","77185",,2.616667,48.833333,"PM",10,402.0,14.8,11,"77",920,463,3773
"LONGUEVILLE","77650",,3.25,48.516667,"PM",1,355.0,0.1,31,"77",1059,595,3483
"LONGUEVILLE","77650",,3.25,48.516667,"PM",1,355.0,0.1,31,"77",920,463,3773
"LONGUEVILLE","77650",,3.25,48.516667,"PM",1,674.0,0.3,25,"77",760,412,782
"LONGUEVILLE","77650",,3.25,48.516667,"PM",1,674.0,0.3,25,"77",920,463,3773
"LONGUEVILLE","77650",,3.25,48.516667,"PM",1,558.0,1.7,11,"77",920,463,3773
"LONGUEVILLE","77650",,3.25,48.516667,"PM",1,423.0,0.6,25,"77",613,349,443
"LONGUEVILLE","77650",,3.25,48.516667,"PM",1,423.0,0.6,25,"77",920,463,3773
"LONGUEVILLE","77650",,3.25,48.516667,"PM",1,479.0,0.3,72,"77",492,276,431
"LONGUEVILLE","77650",,3.25,48.516667,"PM",1,479.0,0.3,72,"77",920,463,3773
"MAGNY-LE-HONGRE","77700",,2.816667,48.866667,"PM",6,464.0,5.5,11,"77",920,463,3773
"MARY-SUR-MARNE","77440",,3.033333,49.016667,"PM",1,225.0,1.2,11,"77",920,463,3773
"MEAUX","77100",,2.866667,48.95,"PM",82,1523.0,49.6,11,"77",920,463,3773
"MELUN","77000",,2.666667,48.533333,"PM",35,800.0,39.4,11,"77",920,463,3773
"MOISSY-CRAMAYEL","77550",,2.6,48.616667,"PM",13,1424.0,17.0,11,"77",920,463,3773
"MONTCOURT-FROMONVILLE","77140",,2.7,48.3,"PM",1,809.0,2.1,11,"77",920,463,3773
"MONTHYON","77122",,2.833333,49.016667,"PM",0,1211.0,1.6,11,"77",920,463,3773
"MONTIGNY-SUR-LOING","77690",,2.733333,48.333333,"PM",1,916.0,2.8,11,"77",920,463,3773
"MONTRY","77450",,2.833333,48.883333,"PM",1,283.0,3.2,11,"77",920,463,3773
"MORET-SUR-LOING","77250",,2.816667,48.366667,"PM",1,497.0,4.4,11,"77",920,463,3773
"MORMANT","77720",,2.883333,48.6,"PM",0,1651.0,4.4,11,"77",920,463,3773
"MOUROUX","77120",,3.033333,48.816667,"PM",3,1670.0,4.8,11,"77",920,463,3773
"NANDY","77176",,2.566667,48.583333,"PM",3,858.0,5.8,11,"77",920,463,3773
"NANGIS","77370",,3.0,48.55,"PM",3,2418.0,7.8,11,"77",920,463,3773
"NEMOURS","77140",,2.7,48.266667,"PM",6,1008.0,12.7,11,"77",920,463,3773
"NOISIEL","77186",,2.633333,48.85,"PM",14,430.0,15.5,11,"77",920,463,3773
"OTHIS","77280",,2.683333,49.083333,"PM",2,1303.0,6.5,11,"77",920,463,3773
"POMMEUSE","77515",,3.016667,48.816667,"PM",3,1286.0,2.8,11,"77",920,463,3773
"POMPONNE","77400",,2.683333,48.883333,"PM",1,730.0,3.3,11,"77",920,463,3773
"PROVINS","77160",,3.3,48.55,"PM",,1473.0,12.3,11,"77",920,463,3773
"QUINCY-VOISINS","77860",,2.883333,48.9,"PM",2,1031.0,5.1,11,"77",920,463,3773
"LA ROCHETTE","77000",,2.666667,48.5,"PM",1,1412.0,0.1,82,"77",550,308,176
"LA ROCHETTE","77000",,2.666667,48.5,"PM",1,1412.0,0.1,82,"77",920,463,3773
"LA ROCHETTE","77000",,2.666667,48.5,"PM",1,464.0,3.4,82,"77",632,315,487
"LA ROCHETTE","77000",,2.666667,48.5,"PM",1,464.0,3.4,82,"77",920,463,3773
"LA ROCHETTE","77000",,2.666667,48.5,"PM",1,586.0,3.0,11,"77",920,463,3773
"LA ROCHETTE","77000",,2.666667,48.5,"PM",1,1115.0,0.6,54,"77",426,251,280
"LA ROCHETTE","77000",,2.666667,48.5,"PM",1,1115.0,0.6,54,"77",920,463,3773
"LA ROCHETTE","77000",,2.666667,48.5,"PM",1,1865.0,0.1,93,"77",431,223,133
"LA ROCHETTE","77000",,2.666667,48.5,"PM",1,1865.0,0.1,93,"77",920,463,3773
"LA ROCHETTE","77000",,2.666667,48.5,"PM",1,1027.0,0.4,93,"77",329,169,202
"LA ROCHETTE","77000",,2.666667,48.5,"PM",1,1027.0,0.4,93,"77",920,463,3773
"ROISSY-EN-BRIE","77680",,2.65,48.8,"PM",12,1370.0,22.2,11,"77",920,463,3773
"ROZAY-EN-BRIE","77540",,2.966667,48.683333,"PM",2,316.0,2.7,11,"77",920,463,3773
"SAINT-GERMAIN-SUR-MORIN","77860",,2.85,48.883333,"PM",2,478.0,3.5,11,"77",920,463,3773
"SAINT-PATHUS","77178",,2.8,49.066667,"PM",3,535.0,5.5,11,"77",920,463,3773
"SAMOIS-SUR-SEINE","77920",,2.75,48.45,"PM",1,632.0,2.1,11,"77",920,463,3773
"SAMOREAU","77210",,2.75,48.416667,"PM",0,563.0,2.3,11,"77",920,463,3773
"SAVIGNY-LE-TEMPLE","77176",,2.583333,48.566667,"PM",14,1208.0,28.1,11,"77",920,463,3773
"SERRIS","77700",,2.783333,48.85,"PM",6,569.0,7.4,11,"77",920,463,3773
"SERVON","77170",,2.583333,48.716667,"PM",3,738.0,2.9,11,"77",920,463,3773
"SERVON","77170",,2.583333,48.716667,"PM",3,922.0,0.3,25,"77",613,349,443
"SERVON","77170",,2.583333,48.716667,"PM",3,922.0,0.3,25,"77",920,463,3773
"SOUPPES-SUR-LOING","77460",,2.733333,48.183333,"PM",4,2756.0,5.6,11,"77",920,463,3773
"THOMERY","77810",,2.783333,48.4,"PM",1,375.0,3.4,11,"77",920,463,3773
"THORIGNY-SUR-MARNE","77400",,2.716667,48.883333,"PM",3,514.0,9.3,11,"77",920,463,3773
"TORCY","77200",,2.65,48.85,"PM",14,534.0,0.2,31,"77",1059,595,3483
"TORCY","77200",,2.65,48.85,"PM",14,534.0,0.2,31,"77",920,463,3773
"TORCY","77200",,2.65,48.85,"PM",14,614.0,22.2,11,"77",920,463,3773
"TORCY","77200",,2.65,48.85,"PM",14,1964.0,3.1,26,"77",730,415,607
"TORCY","77200",,2.65,48.85,"PM",14,1964.0,3.1,26,"77",920,463,3773
"TOURNAN-EN-BRIE","77220",,2.766667,48.733333,"PM",3,1550.0,8.1,11,"77",920,463,3773
"TRILPORT","77470",,2.95,48.95,"PM",2,1092.0,4.8,11,"77",920,463,3773
"VAIRES-SUR-MARNE","77360",,2.65,48.866667,"PM",9,608.0,12.0,11,"77",920,463,3773
"VENEUX-LES-SABLONS","77250",,2.8,48.366667,"PM",1,401.0,4.8,11,"77",920,463,3773
"VERT-SAINT-DENIS","77240",,2.616667,48.566667,"PM",1,1619.0,7.0,11,"77",920,463,3773
"VILLENOY","77124",,2.866667,48.95,"PM",1,733.0,4.2,11,"77",920,463,3773
"VILLEPARISIS","77270",,2.616667,48.933333,"PM",12,830.0,24.1,11,"77",920,463,3773
"ABLIS","78660",,1.841667,48.516667,"PM",1,2622.0,3.2,11,"78",679,332,4153
"AUBERGENVILLE","78410",,1.85,48.966667,"PM",28,909.0,12.1,11,"78",679,332,4153
"BAILLY","78870",,2.083333,48.85,"PM",1,662.0,3.9,11,"78",679,332,4153
"BAILLY","78870",,2.083333,48.85,"PM",1,422.0,0.6,22,"78",1145,679,539
"BAILLY","78870",,2.083333,48.85,"PM",1,422.0,0.6,22,"78",679,332,4153
"BEYNES","78650",,1.866667,48.85,"PM",4,4120.0,0.1,93,"78",431,223,133
"BEYNES","78650",,1.866667,48.85,"PM",4,4120.0,0.1,93,"78",679,332,4153
"BEYNES","78650",,1.866667,48.85,"PM",4,1862.0,7.6,11,"78",679,332,4153
"BOINVILLE-EN-MANTOIS","78930",,1.766667,48.933333,"PM",1,493.0,0.3,11,"78",679,332,4153
"BOIS-D'ARCY","78390",,2.016667,48.8,"PM",3,561.0,13.6,11,"78",679,332,4153
"BOIS-D'ARCY","78390",,2.016667,48.8,"PM",3,347.0,0.0,26,"78",679,332,4153
"BOIS-D'ARCY","78390",,2.016667,48.8,"PM",3,347.0,0.0,26,"78",587,321,573
"BOUGIVAL","78380",,2.133333,48.866667,"PM",3,277.0,8.4,11,"78",679,332,4153
"LA CELLE-SAINT-CLOUD","78170",,2.15,48.85,"PM",1,587.0,20.8,11,"78",679,332,4153
"CHAVENAY","78450",,1.983333,48.85,"PM",1,612.0,1.9,11,"78",679,332,4153
"CHAMBOURCY","78240",,2.033333,48.9,"PM",10,797.0,5.9,11,"78",679,332,4153
"CHATOU","78400",,2.15,48.883333,"PM",19,507.0,29.8,11,"78",679,332,4153
"CHANTELOUP-LES-VIGNES","78570",,2.033333,48.983333,"PM",4,341.0,9.5,11,"78",679,332,4153
"LE CHESNAY","78150",,2.125,48.825,"PM",8,430.0,29.2,11,"78",679,332,4153
"LES CLAYES-SOUS-BOIS","78340",,1.983333,48.816667,"PM",7,609.0,17.5,11,"78",679,332,4153
"CHEVREUSE","78460",,2.05,48.7,"PM",3,1361.0,5.7,11,"78",679,332,4153
"CONFLANS-SAINTE-HONORINE","78700",,2.1,48.983333,"PM",22,990.0,35.3,11,"78",679,332,4153
"CROISSY-SUR-SEINE","78290",,2.133333,48.866667,"PM",6,341.0,10.1,11,"78",679,332,4153
"ECQUEVILLY","78920",,1.916667,48.95,"PM",1,1127.0,4.1,11,"78",679,332,4153
"FONTENAY-LE-FLEURY","78330",,2.05,48.816667,"PM",3,557.0,12.6,11,"78",679,332,4153
"FOURQUEUX","78112",,2.066667,48.883333,"PM",3,368.0,4.1,11,"78",679,332,4153
"FRENEUSE","78840",,1.6,49.05,"PM",1,1049.0,3.9,11,"78",679,332,4153
"FRENEUSE","78840",,1.6,49.05,"PM",1,324.0,0.9,23,"78",980,515,2859
"FRENEUSE","78840",,1.6,49.05,"PM",1,324.0,0.9,23,"78",679,332,4153
"GALLUIS","78490",,1.8,48.8,"PM",1,455.0,1.1,11,"78",679,332,4153
"GARGENVILLE","78440",,1.816667,49.0,"PM",1,865.0,6.7,11,"78",679,332,4153
"GUYANCOURT","78280",,2.066667,48.766667,"PM",22,1325.0,28.2,11,"78",679,332,4153
"HARDRICOURT","78250",,1.9,49.0,"PM",2,337.0,2.1,11,"78",679,332,4153
"JUZIERS","78820",,1.85,49.0,"PM",1,873.0,3.8,11,"78",679,332,4153
"HOUDAN","78550",,1.6,48.783333,"PM",2,1040.0,3.3,11,"78",679,332,4153
"HOUILLES","78800",,2.2,48.916667,"PM",9,446.0,31.0,11,"78",679,332,4153
"JOUY-EN-JOSAS","78350",,2.166667,48.766667,"PM",1,1024.0,8.2,11,"78",679,332,4153
"JOUARS-PONTCHARTRAIN","78760",,1.9,48.783333,"PM",1,977.0,5.2,11,"78",679,332,4153
"LOUVECIENNES","78430",,2.116667,48.866667,"PM",6,545.0,7.3,11,"78",679,332,4153
"MAGNY-LES-HAMEAUX","78114",,2.066667,48.733333,"PM",4,1669.0,9.0,11,"78",679,332,4153
"MAISONS-LAFFITTE","78600",,2.15,48.95,"PM",18,693.0,22.7,11,"78",679,332,4153
"MANTES-LA-JOLIE","78200",,1.716667,48.983333,"PM",54,949.0,43.1,11,"78",679,332,4153
"MANTES-LA-VILLE","78200",,1.716667,48.966667,"PM",7,624.0,18.9,11,"78",679,332,4153
"MAREIL-MARLY","78750",,2.083333,48.883333,"PM",1,177.0,3.5,11,"78",679,332,4153
"MARLY-LE-ROI","78160",,2.083333,48.866667,"PM",5,666.0,16.6,11,"78",679,332,4153
"MAULE","78580",,1.85,48.916667,"PM",2,1734.0,5.8,11,"78",679,332,4153
"MAURECOURT","78780",,2.066667,49.0,"PM",4,371.0,4.3,11,"78",679,332,4153
"MAUREPAS","78310",,1.916667,48.766667,"PM",1,844.0,18.8,11,"78",679,332,4153
"MAUREPAS","78310",,1.916667,48.766667,"PM",1,1089.0,0.2,22,"78",679,332,4153
"MAUREPAS","78310",,1.916667,48.766667,"PM",1,1089.0,0.2,22,"78",726,364,529
"LE MESNIL-SAINT-DENIS","78320",,1.966667,48.733333,"PM",3,907.0,6.6,11,"78",679,332,4153
"MONTIGNY-LE-BRETONNEUX","78180",,2.033333,48.766667,"PM",28,1073.0,33.7,11,"78",679,332,4153
"MONTFORT-L'AMAURY","78490",,1.816667,48.783333,"PM",4,574.0,3.1,11,"78",679,332,4153
"MONTESSON","78360",,2.15,48.916667,"PM",5,736.0,15.4,11,"78",679,332,4153
"LES MUREAUX","78130",,1.916667,49.0,"PM",25,1238.0,31.5,11,"78",679,332,4153
"NOISY-LE-ROI","78590",,2.066667,48.85,"PM",2,559.0,7.9,11,"78",679,332,4153
"ORGERUS","78910",,1.7,48.833333,"PM",1,1447.0,2.3,11,"78",679,332,4153
"ORGEVAL","78630",,1.983333,48.916667,"PM",5,1547.0,5.8,11,"78",679,332,4153
"ORGEVAL","78630",,1.983333,48.916667,"PM",5,243.0,0.1,22,"78",690,380,651
"ORGEVAL","78630",,1.983333,48.916667,"PM",5,243.0,0.1,22,"78",679,332,4153
"LE PECQ","78230",,2.1,48.9,"PM",4,287.0,16.4,11,"78",679,332,4153
"LE PERRAY-EN-YVELINES","78610",,1.85,48.7,"PM",2,1350.0,6.5,11,"78",679,332,4153
"PLAISIR","78370",,1.95,48.816667,"PM",17,1764.0,30.7,11,"78",679,332,4153
"POISSY","78300",,2.05,48.933333,"PM",45,1292.0,37.8,11,"78",679,332,4153
"SARTROUVILLE","78500",,2.183333,48.95,"PM",34,845.0,51.5,11,"78",679,332,4153
"SAINT-GERMAIN-EN-LAYE","78100",,2.083333,48.9,"PM",44,4940.0,40.9,11,"78",679,332,4153
"VERNEUIL-SUR-SEINE","78480",,1.983333,48.983333,"PM",7,960.0,15.2,11,"78",679,332,4153
"VERNOUILLET","78540",,1.983333,48.966667,"PM",4,1224.0,11.6,24,"78",555,305,329
"VERNOUILLET","78540",,1.983333,48.966667,"PM",4,1224.0,11.6,24,"78",679,332,4153
"VERNOUILLET","78540",,1.983333,48.966667,"PM",4,672.0,9.4,11,"78",679,332,4153
"VILLENNES-SUR-SEINE","78670",,2.0,48.95,"PM",7,502.0,5.1,11,"78",679,332,4153
"VILLEPREUX","78450",,2.016667,48.833333,"PM",6,1041.0,9.9,11,"78",679,332,4153
"LE PORT-MARLY","78560",,2.116667,48.883333,"PM",2,144.0,4.7,11,"78",679,332,4153
"PORCHEVILLE","78440",,1.766667,48.966667,"PM",2,462.0,2.7,11,"78",679,332,4153
"SEPTEUIL","78790",,1.683333,48.9,"PM",1,947.0,2.2,11,"78",679,332,4153
"THOIRY","78770",,1.8,48.866667,"PM",1,1752.0,0.4,82,"78",632,315,487
"THOIRY","78770",,1.8,48.866667,"PM",1,1752.0,0.4,82,"78",679,332,4153
"THOIRY","78770",,1.8,48.866667,"PM",1,2886.0,5.0,82,"78",887,509,301
"THOIRY","78770",,1.8,48.866667,"PM",1,2886.0,5.0,82,"78",679,332,4153
"THOIRY","78770",,1.8,48.866667,"PM",1,710.0,1.1,11,"78",679,332,4153
"RAMBOUILLET","78120",,1.833333,48.65,"PM",12,3590.0,26.1,11,"78",679,332,4153
"ROCQUENCOURT","78150",,2.116667,48.833333,"PM",5,288.0,3.2,11,"78",679,332,4153
"ROCQUENCOURT","78150",,2.116667,48.833333,"PM",5,974.0,0.2,22,"78",1145,679,539
"ROCQUENCOURT","78150",,2.116667,48.833333,"PM",5,974.0,0.2,22,"78",679,332,4153
"SAINT-ARNOULT-EN-YVELINES","78730",,1.933333,48.566667,"PM",2,1269.0,6.1,11,"78",679,332,4153
"TRIEL-SUR-SEINE","78510",,2.0,48.983333,"PM",6,1375.0,11.6,11,"78",679,332,4153
"TRAPPES","78190",,2.0,48.783333,"PM",7,1370.0,28.6,11,"78",679,332,4153
"VAUX-SUR-SEINE","78740",,1.966667,49.016667,"PM",4,842.0,4.8,11,"78",679,332,4153
"VOISINS-LE-BRETONNEUX","78960",,2.05,48.75,"PM",6,362.0,11.9,11,"78",679,332,4153
"VERSAILLES","78000",,2.133333,48.8,"PM",67,2606.0,86.5,11,"78",679,332,4153
"VIROFLAY","78220",,2.166667,48.8,"PM",6,349.0,15.9,11,"78",679,332,4153
"AIFFRES","79230",,-0.416667,46.283333,"PM",1,2589.0,5.2,54,"79",441,257,198
"AIRVAULT","79600",,-0.15,46.833333,"PM",1,4928.0,3.1,54,"79",441,257,198
"BRESSUIRE","79300",,-0.483333,46.85,"PM",4,18202.0,18.6,54,"79",441,257,198
"CHAURAY","79180",,-0.383333,46.35,"PM",2,1456.0,5.3,54,"79",441,257,198
"MAULEON","79700",,-0.748333,46.923611,"PM",1,12239.0,8.1,54,"79",441,257,198
"NIORT","79000",,-0.466667,46.316667,"PM",21,6834.0,56.9,54,"79",441,257,198
"PARTHENAY","79200",,-0.25,46.65,"PM",5,1135.0,10.3,54,"79",441,257,198
"SAINT-VARENT","79330",,-0.233333,46.883333,"PM",1,3452.0,2.5,54,"79",441,257,198
"VASLES","79340",,-0.016667,46.583333,"PM",1,8924.0,1.7,54,"79",441,257,198
"ARDIN","79160",,-0.55,46.483333,"PM",1,3009.0,1.2,54,"79",441,257,198
"COULONGES-SUR-L'AUTIZE","79160",,-0.6,46.483333,"PM",1,1878.0,2.4,54,"79",441,257,198
"FENIOUX","79160",,-0.483333,46.55,"PM",1,3400.0,0.7,54,"79",441,257,198
"FENIOUX","79160",,-0.483333,46.55,"PM",1,940.0,0.1,54,"79",711,409,733
"FENIOUX","79160",,-0.483333,46.55,"PM",1,940.0,0.1,54,"79",441,257,198
"FORS","79230",,-0.4,46.233333,"PM",1,1885.0,1.7,54,"79",441,257,198
"MELLE","79500",,-0.133333,46.216667,"PM",1,972.0,3.6,54,"79",441,257,198
"MELLE","79500",,-0.133333,46.216667,"PM",1,1580.0,0.7,53,"79",878,555,2076
"MELLE","79500",,-0.133333,46.216667,"PM",1,1580.0,0.7,53,"79",441,257,198
"OIRON","79100",,-0.083333,46.95,"PM",1,3674.0,1.0,54,"79",441,257,198
"PAMPROUX","79800",,-0.05,46.383333,"PM",1,3607.0,1.7,54,"79",441,257,198
"LA PEYRATTE","79200",,-0.15,46.666667,"PM",1,4757.0,1.1,54,"79",441,257,198
"PRAHECQ","79230",,-0.35,46.25,"PM",1,2496.0,2.1,54,"79",441,257,198
"ABBEVILLE","80132",,1.833333,50.1,"PM",17,2643.0,24.3,22,"80",726,364,529
"AILLY-SUR-NOYE","80250",,2.366667,49.75,"PM",1,2542.0,2.8,22,"80",726,364,529
"AMIENS","80090",,2.3,49.9,"PM",146,5008.0,134.0,22,"80",726,364,529
"AIRAINES","80270",,1.95,49.966667,"PM",1,2497.0,2.3,22,"80",726,364,529
"CAMON","80450",,2.35,49.883333,"PM",5,1030.0,0.2,73,"80",340,190,126
"CAMON","80450",,2.35,49.883333,"PM",5,1030.0,0.2,73,"80",726,364,529
"CAMON","80450",,2.35,49.883333,"PM",5,1315.0,4.7,22,"80",726,364,529
"CORBIE","80800",,2.5,49.916667,"PM",4,1636.0,6.4,22,"80",726,364,529
"DOULLENS","80600",,2.35,50.15,"PM",5,3322.0,6.6,22,"80",726,364,529
"FORT-MAHON-PLAGE","80790",,1.569722,50.341944,"PM",3,1335.0,1.3,22,"80",726,364,529
"FRESNEVILLE","80140",,1.833333,49.883333,"PM",1,341.0,0.1,22,"80",726,364,529
"FRIVILLE-ESCARBOTIN","80130",,1.55,50.083333,"PM",1,884.0,4.5,22,"80",726,364,529
"GAMACHES","80220",,1.55,49.983333,"PM",1,981.0,2.8,22,"80",726,364,529
"HAM","80400",,3.066667,49.75,"PM",2,978.0,5.1,22,"80",726,364,529
"LE CROTOY","80550",,1.616667,50.216667,"PM",5,1668.0,2.3,22,"80",726,364,529
"LONGUEAU","80330",,2.35,49.866667,"PM",10,343.0,5.4,22,"80",726,364,529
"MONTDIDIER","80500",,2.566667,49.65,"PM",6,190.0,0.1,41,"80",1055,607,2517
"MONTDIDIER","80500",,2.566667,49.65,"PM",6,190.0,0.1,41,"80",726,364,529
"MONTDIDIER","80500",,2.566667,49.65,"PM",6,1265.0,6.1,22,"80",726,364,529
"MOREUIL","80110",,2.483333,49.766667,"PM",1,2365.0,4.0,22,"80",726,364,529
"NESLE","80190",,2.916667,49.766667,"PM",1,776.0,2.5,22,"80",726,364,529
"PONT-DE-METZ","80480",,2.25,49.883333,"PM",1,784.0,2.1,22,"80",726,364,529
"QUEND","80120",,1.633333,50.316667,"PM",2,3748.0,1.4,22,"80",726,364,529
"RIVERY","80136",,2.316667,49.916667,"PM",5,645.0,3.4,22,"80",726,364,529
"ROYE","80700",,2.8,49.7,"PM",5,1561.0,6.2,22,"80",726,364,529
"ROYE","80700",,2.8,49.7,"PM",5,1044.0,1.3,43,"80",399,249,134
"ROYE","80700",,2.8,49.7,"PM",5,1044.0,1.3,43,"80",726,364,529
"RUE","80120",,1.666667,50.266667,"PM",2,2944.0,3.1,22,"80",726,364,529
"SALEUX","80480",,2.25,49.866667,"PM",3,803.0,2.4,22,"80",726,364,529
"VILLERS-BRETONNEUX","80380",,2.516667,49.866667,"PM",1,1451.0,4.2,22,"80",726,364,529
"ALBI","81990",,2.15,43.933333,"PM",21,4493.0,48.9,73,"81",462,297,383
"GAILLAC","81600",,1.916667,43.9,"PM",11,5095.0,13.2,73,"81",462,297,383
"LISLE-SUR-TARN","81310",,1.8,43.85,"PM",1,8578.0,4.2,73,"81",462,297,383
"RABASTENS","81800",,1.75,43.833333,"PM",2,6658.0,5.0,73,"81",462,297,383
"CASTRES","81100",,2.25,43.6,"PM",35,578.0,0.2,22,"81",690,380,651
"CASTRES","81100",,2.25,43.6,"PM",35,578.0,0.2,22,"81",462,297,383
"CASTRES","81100",,2.25,43.6,"PM",35,9871.0,42.7,73,"81",462,297,383
"LAVAUR","81500",,1.816667,43.7,"PM",6,6308.0,10.5,73,"81",462,297,383
"LAVAUR","81500",,1.816667,43.7,"PM",6,925.0,0.1,72,"81",596,365,804
"LAVAUR","81500",,1.816667,43.7,"PM",6,925.0,0.1,72,"81",462,297,383
"LACAUNE","81230",,2.7,43.716667,"PM",1,9102.0,2.6,73,"81",462,297,383
"PUYLAURENS","81700",,2.016667,43.566667,"PM",1,8204.0,3.1,73,"81",462,297,383
"ROQUECOURBE","81210",,2.3,43.666667,"PM",1,1655.0,2.3,73,"81",462,297,383
"CUQ-TOULZA","81470",,1.883333,43.55,"PM",1,2322.0,0.7,73,"81",462,297,383
"MAZAMET","81200",,2.4,43.5,"PM",4,7284.0,10.0,73,"81",462,297,383
"ALBIAS","82350",,1.45,44.083333,"PM",1,2171.0,2.9,73,"82",377,194,356
"BEAUMONT-DE-LOMAGNE","82500",,0.983333,43.883333,"PM",2,4649.0,3.8,73,"82",377,194,356
"BRESSOLS","82710",,1.333333,43.966667,"PM",1,2037.0,3.6,73,"82",377,194,356
"CASTELSARRASIN","82100",,1.1,44.033333,"PM",4,7679.0,13.0,73,"82",377,194,356
"CAUSSADE","82300",,1.533333,44.166667,"PM",2,4595.0,6.6,73,"82",377,194,356
"GRISOLLES","82170",,1.283333,43.833333,"PM",4,1087.0,0.2,22,"82",690,380,651
"GRISOLLES","82170",,1.283333,43.833333,"PM",4,1087.0,0.2,22,"82",377,194,356
"GRISOLLES","82170",,1.283333,43.833333,"PM",4,1752.0,3.5,73,"82",377,194,356
"LABASTIDE-SAINT-PIERRE","82370",,1.366667,43.916667,"PM",2,2061.0,3.6,73,"82",377,194,356
"MOISSAC","82200",,1.083333,44.1,"PM",11,8604.0,12.2,73,"82",377,194,356
"MONTAUBAN","82000",,1.35,44.016667,"PM",56,13591.0,56.1,73,"82",377,194,356
"MONTBETON","82290",,1.3,44.016667,"PM",1,1623.0,3.4,73,"82",377,194,356
"MONTECH","82700",,1.233333,43.95,"PM",1,4999.0,5.5,73,"82",377,194,356
"VALENCE","82400",,0.916667,44.1,"PM",4,3679.0,64.4,82,"82",719,368,622
"VALENCE","82400",,0.916667,44.1,"PM",4,3679.0,64.4,82,"82",377,194,356
"VALENCE","82400",,0.916667,44.1,"PM",4,1352.0,5.1,73,"82",377,194,356
"VALENCE","82400",,0.916667,44.1,"PM",4,1089.0,0.2,54,"82",426,251,280
"VALENCE","82400",,0.916667,44.1,"PM",4,1089.0,0.2,54,"82",377,194,356
"SEPTFONDS","82240",,1.616667,44.183333,"PM",1,2713.0,2.1,73,"82",377,194,356
"LES ARCS","83460",,6.483333,43.45,"PM",9,5443.0,6.3,93,"83",921,500,1767
"AMPUS","83111",,6.383333,43.6,"PM",1,8370.0,0.9,93,"83",921,500,1767
"AUPS","83630",,6.233333,43.616667,"PM",2,6490.0,2.1,93,"83",921,500,1767
"BANDOL","83150",,5.75,43.133333,"PM",23,908.0,8.4,93,"83",921,500,1767
"BARGEMON","83830",,6.533333,43.616667,"PM",2,3526.0,1.5,93,"83",921,500,1767
"BARJOLS","83670",,6.0,43.55,"PM",4,3036.0,3.0,93,"83",921,500,1767
"LA BASTIDE","83840",,6.616667,43.733333,"PM",0,1186.0,0.2,93,"83",921,500,1767
"LA BASTIDE","83840",,6.616667,43.733333,"PM",0,1546.0,0.1,91,"83",663,382,972
"LA BASTIDE","83840",,6.616667,43.733333,"PM",0,1546.0,0.1,91,"83",921,500,1767
"LA CELLE","83170",,6.033333,43.4,"PM",1,3134.0,0.4,83,"83",446,243,374
"LA CELLE","83170",,6.033333,43.4,"PM",1,3134.0,0.4,83,"83",921,500,1767
"LA CELLE","83170",,6.033333,43.4,"PM",1,1573.0,0.1,83,"83",750,424,1204
"LA CELLE","83170",,6.033333,43.4,"PM",1,1573.0,0.1,83,"83",921,500,1767
"LA CELLE","83170",,6.033333,43.4,"PM",1,1279.0,0.4,24,"83",477,241,444
"LA CELLE","83170",,6.033333,43.4,"PM",1,1279.0,0.4,24,"83",921,500,1767
"LA CELLE","83170",,6.033333,43.4,"PM",1,2155.0,1.3,93,"83",921,500,1767
"LE BEAUSSET","83330",,5.8,43.2,"PM",12,3610.0,9.1,93,"83",921,500,1767
"BELGENTIER","83210",,6.0,43.25,"PM",2,1341.0,2.4,93,"83",921,500,1767
"BESSE-SUR-ISSOLE","83890",,6.166667,43.35,"PM",2,3741.0,2.9,93,"83",921,500,1767
"BORMES-LES-MIMOSAS","83230",,6.333333,43.15,"PM",31,9721.0,7.3,93,"83",921,500,1767
"BRAS","83149",,5.95,43.466667,"PM",2,3594.0,2.4,93,"83",921,500,1767
"BRIGNOLES","83170",,6.066667,43.4,"PM",16,7081.0,16.5,93,"83",921,500,1767
"BRUE-AURIAC","83119",,5.95,43.533333,"PM",1,3663.0,1.2,93,"83",921,500,1767
"CABASSE","83340",,6.233333,43.416667,"PM",2,4556.0,1.9,93,"83",921,500,1767
"CALLIAN","83440",,6.75,43.633333,"PM",3,785.0,0.1,73,"83",342,205,82
"CALLIAN","83440",,6.75,43.633333,"PM",3,785.0,0.1,73,"83",921,500,1767
