"long","lat","Type","Adresse","CP","Ville","nDept","nReg","Effectif"
"-0.102385","47.873546","G","11 Square Henri Emery 72430 NOYEN SUR SARTHE","72430","NOYEN SUR SARTHE","72",,"9"
"-0.083301","47.81255","G","1 Rue Oudinot 72270 MALICORNE SUR SARTHE","72270","MALICORNE SUR SARTHE","72",,"9"
"0.45994","47.865114","G","1 Rue de Belleville 72150 LE GRAND LUCE","72150","LE GRAND LUCE","72",,"9"
"0.581374","47.73021","G","4 Route du Stade 72340 LA CHARTRE SUR LE LOIR","72340","LA CHARTRE SUR LE LOIR","72",,"9"
"0.270981","47.68942","G","19 bis Rue du 11 Novembre 1918 72800 AUBIGNE RACAN","72800","AUBIGNE RACAN","72",,"9"
"0.028727","47.882308","G","Rue de la MorandiÃ¨re 72210 LA SUZE SUR SARTHE","72210","LA SUZE SUR SARTHE","72",,"9"
"-0.128981","48.191498","G","85 Rue du GÃ©nÃ©ral de Gaulle 72140 SILLE LE GUILLAUME","72140","SILLE LE GUILLAUME","72",,"9"
"0.291515","48.071387","G","16 Avenue FranÃ§ois Mitterrand 72460 SAVIGNE L EVEQUE","72460","SAVIGNE L EVEQUE","72",,"9"
"0.381025","48.027754","G","2 AllÃ©e de la ForÃªt 72470 ST MARS LA BRIERE","72470","ST MARS LA BRIERE","72",,"9"
"0.36614","47.933021","G","87 Avenue du Docteur Gallouedec 72250 PARIGNE L EVEQUE","72250","PARIGNE L EVEQUE","72",,"9"
"0.011757","48.023952","G","15 Rue de l'Honneau 72550 COULANS SUR GEE","72550","COULANS SUR GEE","72",,"9"
"0.745363","47.91365","G","16 Avenue du Docteur Leroy 72120 ST CALAIS","72120","ST CALAIS","72",,"9"
"-0.292466","48.342699","G","1 Rue des ChÃ¢taigniers 53700 VILLAINES LA JUHEL","53700","VILLAINES LA JUHEL","53",,"7"
"-0.206381","48.459214","G","2 Avenue du MarÃ©chal Leclerc 53140 PRE EN PAIL","53140","PRE EN PAIL","53",,"7"
"-0.667074","48.191812","G","40 Rue VÃ©nus 53470 MARTIGNE SUR MAYENNE","53470","MARTIGNE SUR MAYENNE","53",,"7"
"-0.4888","48.44116","G","Route de Couterne 53110 LASSAY LES CHATEAUX","53110","LASSAY LES CHATEAUX","53",,"7"
"-0.628269","48.400717","G","11 Rue Guillaume le ConquÃ©rant 53300 AMBRIERES LES VALLEES","53300","AMBRIERES LES VALLEES","53",,"7"
"-1.137569","47.840196","G","21 bis Rue Pierre BoisramÃ© 53390 ST AIGNAN SUR ROE","53390","ST AIGNAN SUR ROE","53",,"7"
"-0.523124","47.874085","G","Rue de la Division Leclerc 53290 GREZ EN BOUERE","53290","GREZ EN BOUERE","53",,"7"
"-0.906621","47.950564","G","21 Avenue Paul Bigeon 53230 COSSE LE VIVIEN","53230","COSSE LE VIVIEN","53",,"7"
"-0.721097","47.820073","G","10 Avenue Eric Tabarly 53200 CHATEAU GONTIER","53200","CHATEAU GONTIER","53",,"7"
"-0.557094","47.952021","G","52 Rue de Laval 53170 MESLAY DU MAINE","53170","MESLAY DU MAINE","53",,"7"
"-0.714199","47.624709","G","3 Avenue des Acacias 49220 LE LION D ANGERS","49220","LE LION D ANGERS","49",,"9"
"-0.503767","47.679382","G","13 Route de ChampignÃ© 49330 CHATEAUNEUF SUR SARTHE","49330","CHATEAUNEUF SUR SARTHE","49",,"9"
"-0.793253","47.504329","G","Avenue de la ClerciÃ¨re 49370 BECON LES GRANITS","49370","BECON LES GRANITS","49",,"9"
"-0.152268","47.141927","G","137 Rue de la RousseliÃ¨re 49260 MONTREUIL BELLAY","49260","MONTREUIL BELLAY","49",,"9"
"-0.438166","47.23178","G","1 Rue Lucie Aubrac 49540 MARTIGNE BRIAND","49540","MARTIGNE BRIAND","49",,"9"
"-0.117131","47.375785","G","Rue de la Cour-Baudry 49160 LONGUE JUMELLES","49160","LONGUE JUMELLES","49",,"9"
"0.048928","47.185145","G","17 AllÃ©es des Merisiers 49590 FONTEVRAUD L ABBAYE","49590","FONTEVRAUD L ABBAYE","49",,"9"
"-0.286436","47.196618","G","6 Boulevard Charles de Gaulle 49700 DOUE LA FONTAINE","49700","DOUE LA FONTAINE","49",,"9"
"-1.015408","47.354988","G","ZI La Chevallerie 49410 ST FLORENT LE VIEIL","49410","ST FLORENT LE VIEIL","49",,"9"
"-0.99261","47.118666","G","3 AllÃ©e de Toscane 49450 ST MACAIRE EN MAUGES","49450","ST MACAIRE EN MAUGES","49",,"9"
"-1.122434","47.100595","G","21 Rue Saint-Jean 49230 MONTFAUCON MONTIGNE","49230","MONTFAUCON MONTIGNE","49",,"9"
"-0.411749","47.453573","G","9 Rue de l'Ardoise 49800 BRAIN SUR L AUTHION","49800","BRAIN SUR L AUTHION","49",,"9"
"-0.35887","47.574292","G","Place Auguste Gautier 49140 SEICHES SUR LE LOIR","49140","SEICHES SUR LE LOIR","49",,"9"
"-0.753482","47.399872","G","ZAC Les FougÃ¨res 49170 ST GEORGES SUR LOIRE","49170","ST GEORGES SUR LOIRE","49",,"9"
"-0.439846","47.5218","G","79 Route Nationale 49112 PELLOUAILLES LES VIGNES","49112","PELLOUAILLES LES VIGNES","49",,"9"
"-0.619963","47.536076","G","1 AllÃ©e jean Girault 49460 MONTREUIL JUIGNE","49460","MONTREUIL JUIGNE","49",,"9"
"-0.774682","47.34621","G","51 Avenue du 8 Mai 1945 49290 CHALONNES SUR LOIRE","49290","CHALONNES SUR LOIRE","49",,"9"
"-0.4358","47.342748","G","La Gonorderie 49320 BRISSAC QUINCE","49320","BRISSAC QUINCE","49",,"9"
"-2.05233","47.51446","G","4 Route de Missillac 44530 ST GILDAS DES BOIS","44530","ST GILDAS DES BOIS","44",,"12"
"-1.785573","47.277865","G","24 Avenue des Sports 44360 ST ETIENNE DE MONTLUC","44360","ST ETIENNE DE MONTLUC","44",,"12"
"-2.048642","47.209851","G","45 Rue Neuve 44320 ST PERE EN RETZ","44320","ST PERE EN RETZ","44",,"12"
"-1.813914","47.098249","G","20 Avenue des Sports 44680 STE PAZANNE","44680","STE PAZANNE","44",,"12"
"-2.157384","47.244977","G","5 Route de la Gendarmerie 44250 ST BREVIN LES PINS","44250","ST BREVIN LES PINS","44",,"12"
"-1.950351","47.043614","G","15 Rue du ChÃ¢teau-Gaillard 44580 BOURGNEUF EN RETZ","44580","BOURGNEUF EN RETZ","44",,"12"
"-2.073063","47.638294","G","19 Rue du Canal 44460 ST NICOLAS DE REDON","44460","ST NICOLAS DE REDON","44",,"12"
"-1.241062","47.642174","G","54 Rue de la LibÃ©ration 44670 ST JULIEN DE VOUVANTES","44670","ST JULIEN DE VOUVANTES","44",,"12"
"-1.402056","47.559268","G","130 Rue des FrÃ¨res Temple 44520 LA MEILLERAYE DE BRETAGNE","44520","LA MEILLERAYE DE BRETAGNE","44",,"12"
"-1.835909","47.629687","G","Avenue de la Victoire 44290 GUEMENE PENFAO","44290","GUEMENE PENFAO","44",,"12"
"-1.181989","47.527386","G","16 Boulevard Jules Ferry 44540 ST MARS LA JAILLE","44540","ST MARS LA JAILLE","44",,"12"
"-1.355446","47.240755","G","50 Rue de la Loire 44430 LE LOROUX BOTTEREAU","44430","LE LOROUX BOTTEREAU","44",,"12"
"-1.64067","47.039899","G","2 Rue Garangeoires 44310 ST PHILBERT DE GRAND LIEU","44310","ST PHILBERT DE GRAND LIEU","44",,"12"
"-1.395351","47.07377","G","Avenue de la VendÃ©e 44140 AIGREFEUILLE SUR MAINE","44140","AIGREFEUILLE SUR MAINE","44",,"12"
"0.472814","48.654082","G","33 Rue du Stade 61380 MOULINS LA MARCHE","61380","MOULINS LA MARCHE","61",,"6"
"0.759419","48.529666","G","23 Rue de Milverton 61290 LONGNY AU PERCHE","61290","LONGNY AU PERCHE","61",,"6"
"0.633088","48.75103","G","51 Avenue du Perche 61300 L AIGLE","61300","L AIGLE","61",,"6"
"0.471339","48.551696","G","23 Rue du PresbytÃ¨re 61560 BAZOCHES SUR HOENE","61560","BAZOCHES SUR HOENE","61",,"6"
"0.552379","48.520344","G","1 Rue BeauprÃ© 61400 MORTAGNE AU PERCHE","61400","MORTAGNE AU PERCHE","61",,"6"
"-0.411068","48.549186","G","1 bis Boulevard de la GÃ¢tiniÃ¨re 61140 BAGNOLES DE L ORNE","61140","BAGNOLES DE L ORNE","61",,"6"
"-0.365553","48.58819","G","10 Boulevard de la FÃ´ret d'Andaine 61600 LA FERTE MACE","61600","LA FERTE MACE","61",,"6"
"-0.495491","48.813207","G","15 Rue Berthelot 61430 ATHIS DE L ORNE","61430","ATHIS DE L ORNE","61",,"6"
"-0.24662","48.762853","G","Rue du Lieutenant-colonel Giovannoni 61210 PUTANGES PONT ECREPIN","61210","PUTANGES PONT ECREPIN","61",,"6"
"0.498858","48.840542","G","3 Rue de GacÃ© 61550 LA FERTE FRENEL","61550","LA FERTE FRENEL","61",,"6"
"0.354709","48.509798","G","Avenue de Falkenstein 61170 LE MELE SUR SARTHE","61170","LE MELE SUR SARTHE","61",,"6"
"-1.05948","48.745992","G","Route de Mortain 50670 ST POIS","50670","ST POIS","50",,"6"
"-1.092664","48.577376","G","Rue de Paris 50600 ST HILAIRE DU HARCOUET","50600","ST HILAIRE DU HARCOUET","50",,"6"
"-1.167562","48.614787","G","1 Rue Saint-ExupÃ©ry 50540 ISIGNY LE BUAT","50540","ISIGNY LE BUAT","50",,"6"
"-1.522983","48.992427","G","31 Rue du Docteur AndrÃ© Pigaux 50590 MONTMARTIN SUR MER","50590","MONTMARTIN SUR MER","50",,"6"
"-1.539427","49.281357","G","1 Rue des Amazones 50250 LA HAYE DU PUITS","50250","LA HAYE DU PUITS","50",,"6"
"-1.278484","49.026761","G","51 Rue des Ecoles 50210 CERISY LA SALLE","50210","CERISY LA SALLE","50",,"6"
"-1.584283","49.04832","G","Rue du FeugrÃ© 50230 AGON COUTAINVILLE","50230","AGON COUTAINVILLE","50",,"6"
"-1.267501","49.591717","G","4 Rue du Bel 50550 ST VAAST LA HOUGUE","50550","ST VAAST LA HOUGUE","50",,"6"
"-1.533801","49.384312","G","53 Rue Bottin Desylles 50390 ST SAUVEUR LE VICOMTE","50390","ST SAUVEUR LE VICOMTE","50",,"6"
"-1.398462","49.666808","G","123 Rue du GÃ©nÃ©ral de Gaulle 50330 ST PIERRE EGLISE","50330","ST PIERRE EGLISE","50",,"6"
"-1.312803","49.416256","G","3 Rue du Fresne 50480 STE MERE EGLISE","50480","STE MERE EGLISE","50",,"6"
"-1.772532","49.370775","G","1 Rue des Roches Noires 50270 BARNEVILLE CARTERET","50270","BARNEVILLE CARTERET","50",,"6"
"-1.216191","48.843744","G","40 Route de Caen 50800 VILLEDIEU LES POELES","50800","VILLEDIEU LES POELES","50",,"6"
"-1.32262","48.518687","G","116 Rue de la LibÃ©ration 50240 ST JAMES","50240","ST JAMES","50",,"6"
"-1.396883","48.79633","G","6 Rue de la Gendarmerie 50320 LA HAYE PESNEL","50320","LA HAYE PESNEL","50",,"6"
"-0.971192","49.038766","G","81 Rue Danican 50160 TORIGNI SUR VIRE","50160","TORIGNI SUR VIRE","50",,"6"
"-1.068756","48.968824","G","50 Route de Villebaudon 50420 TESSY SUR VIRE","50420","TESSY SUR VIRE","50",,"6"
"-1.135933","49.226393","G","27 Rue Saint-Jean 50620 ST JEAN DE DAYE","50620","ST JEAN DE DAYE","50",,"6"
"-1.03926","49.190442","G","23 Rue du Moulin 50680 ST CLAIR SUR L ELLE","50680","ST CLAIR SUR L ELLE","50",,"6"
"-1.093466","49.107433","G","367 Rue de Tessy 50000 ST LO","50000","ST LO","50",,"6"
"-1.057149","48.838082","G","Rue du Docteur Fontaine 14380 ST SEVER CALVADOS","14380","ST SEVER CALVADOS","14",,"9"
"-0.549931","48.853202","G","12 Rue Saint-Gilles 14110 CONDE SUR NOIREAU","14110","CONDE SUR NOIREAU","14",,"9"
"-0.839383","48.934104","G","22 Rue Georges Brassens 14350 LE BENY BOCAGE","14350","LE BENY BOCAGE","14",,"9"
"-0.63162","49.019457","G","3 Route de CondÃ© 14260 AUNAY SUR ODON","14260","AUNAY SUR ODON","14",,"9"
"0.003022","49.318345","G","61 Avenue de la Brigade Piron 14640 VILLERS SUR MER","14640","VILLERS SUR MER","14",,"9"
"0.281264","49.240406","G","2 Route du BrÃ©vedent 14130 BLANGY LE CHATEAU","14130","BLANGY LE CHATEAU","14",,"9"
"0.193861","49.292771","G","35 Route de Rouen 14130 PONT L EVEQUE","14130","PONT L EVEQUE","14",,"9"
"-0.029832","49.021996","G","1 Place Mazier 14170 ST PIERRE SUR DIVES","14170","ST PIERRE SUR DIVES","14",,"9"
"-0.070872","49.078992","G","Rue de la Futaie 14270 MEZIDON CANON","14270","MEZIDON CANON","14",,"9"
"-0.475947","48.981846","G","75 Rue de CondÃ© 14220 THURY HARCOURT","14220","THURY HARCOURT","14",,"9"
"-0.411056","48.875787","G","Rue de la LibÃ©ration 14690 PONT D OUILLY","14690","PONT D OUILLY","14",,"9"
"-0.319176","49.04269","G","1 Place du CollÃ¨ge 14680 BRETTEVILLE SUR LAIZE","14680","BRETTEVILLE SUR LAIZE","14",,"9"
"-0.758724","49.341365","G","12 Avenue Jean Bart 14520 PORT EN BESSIN HUPPAIN","14520","PORT EN BESSIN HUPPAIN","14",,"9"
"-1.118319","49.310281","G","56 Rue de Cherbourg 14230 ISIGNY SUR MER","14230","ISIGNY SUR MER","14",,"9"
"-0.797048","49.091428","G","Route de Villers 14240 CAUMONT L EVENTE","14240","CAUMONT L EVENTE","14",,"9"
"-0.657927","49.077544","G","2 Rue des Sauts-Cabris 14310 VILLERS BOCAGE","14310","VILLERS BOCAGE","14",,"9"
"-0.627485","49.175087","G","10 Rue de Balleroy 14250 TILLY SUR SEULLES","14250","TILLY SUR SEULLES","14",,"9"
"-0.51056","49.211887","G","2 Rue des Cerisiers 14740 BRETTEVILLE L ORGUEILLEUSE","14740","BRETTEVILLE L ORGUEILLEUSE","14",,"9"
"-3.194873","48.069039","G","Rue du Parco 56160 GUEMENE SUR SCORFF","56160","GUEMENE SUR SCORFF","56",,"11"
"-2.532937","48.095316","G","Route de Mauron 56490 LA TRINITE PORHOET","56490","LA TRINITE PORHOET","56",,"11"
"-2.710724","47.841985","G","Rue du Stade 56660 ST JEAN BREVELAY","56660","ST JEAN BREVELAY","56",,"11"
"-3.355577","47.706471","G","8 Rue de la Citadelle 56290 PORT LOUIS","56290","PORT LOUIS","56",,"11"
"-3.400513","47.832061","G","Rue de Lorient 56620 PONT SCORFF","56620","PONT SCORFF","56",,"11"
"-2.35021","47.698544","G","La Mare 56220 ROCHEFORT EN TERRE","56220","ROCHEFORT EN TERRE","56",,"11"
"-2.852241","47.759981","G","60 Rue du GÃ©nÃ©ral de Gaulle 56390 GRAND CHAMP","56390","GRAND CHAMP","56",,"11"
"-3.989022","48.69028","G","33 Rue de Roscoff 29250 ST POL DE LEON","29250","ST POL DE LEON","29",,"11"
"-3.874032","48.505034","G","20 Place de l'Eglise 29410 PLEYBER CHRIST","29410","PLEYBER CHRIST","29",,"11"
"-3.824244","48.563089","G","Caserne Adjudant Le Jeune Rue de la HautiÃ¨re 29600 PLOURIN LES MORLAIX","29600","PLOURIN LES MORLAIX","29",,"11"
"-3.826133","48.183672","G","Route de Quimper 29520 CHATEAUNEUF DU FAOU","29520","CHATEAUNEUF DU FAOU","29",,"11"
"-3.585047","48.277627","G","1 Route de Kerniguez 29270 CARHAIX PLOUGUER","29270","CARHAIX PLOUGUER","29",,"11"
"-4.622859","48.427363","G","5 Route de PlouzanÃ© 29290 ST RENAN","29290","ST RENAN","29",,"11"
"-4.220143","47.874753","G","54 Rue Louis Lagadic 29120 PONT L ABBE","29120","PONT L ABBE","29",,"11"
"-4.274206","47.987604","G","1 Rue Stang KÃ©lÃ©ron 29710 PLOGASTEL ST GERMAIN","29710","PLOGASTEL ST GERMAIN","29",,"11"
"-3.264971","48.748374","G","3 Rue Saint-Jean 22450 LA ROCHE DERRIEN","22450","LA ROCHE DERRIEN","22",,"9"
"-3.63222","48.654711","G","Place du 19 mars 1962 22310 PLESTIN LES GREVES","22310","PLESTIN LES GREVES","22",,"9"
"-3.164163","48.31314","G","3 Rue du 8 Mai 1945 22480 ST NICOLAS DU PELEM","22480","ST NICOLAS DU PELEM","22",,"9"
"-2.991926","48.202457","G","15 CitÃ© Sainte-Suzanne 22530 MUR DE BRETAGNE","22530","MUR DE BRETAGNE","22",,"9"
"-3.428762","48.281142","G","26 Rue de Paule 22340 MAEL CARHAIX","22340","MAEL CARHAIX","22",,"9"
"-3.395416","48.542282","G","2 Rue de Tournebride 22810 BELLE ISLE EN TERRE","22810","BELLE ISLE EN TERRE","22",,"9"
"-2.21247","48.426895","G","18 Rue de la LibÃ©ration 22980 PLELAN LE PETIT","22980","PLELAN LE PETIT","22",,"9"
"-2.330898","48.408568","G","21 Rue des Ecoles 22270 JUGON LES LACS","22270","JUGON LES LACS","22",,"9"
"-2.753074","48.343682","G","12 Rue de la ClÃ´ture-Neuve 22150 PLOEUC SUR LIE","22150","PLOEUC SUR LIE","22",,"9"
"-2.832625","48.625703","G","2 Rue Charles Le Goffic 22680 ETABLES SUR MER","22680","ETABLES SUR MER","22",,"9"
"-1.183167","48.217","G","19 Rue du Bel-Orient 35210 CHATILLON EN VENDELAIS","35210","CHATILLON EN VENDELAIS","35",,"11"
"-1.234606","47.941375","G","1 Rue du 11 novembre 35130 LA GUERCHE DE BRETAGNE","35130","LA GUERCHE DE BRETAGNE","35",,"11"
"-1.166212","48.056522","G","15 Boulevard des Saulniers 35370 ARGENTRE DU PLESSIS","35370","ARGENTRE DU PLESSIS","35",,"11"
"-1.874236","48.369559","G","5 Route Nationale 35190 ST DOMINEUC","35190","ST DOMINEUC","35",,"11"
"-1.566362","48.531873","G","1 Rue FranÃ§ois CarrÃ© 35610 PLEINE FOUGERES","35610","PLEINE FOUGERES","35",,"11"
"-1.739929","48.552468","G","86 bis Rue de Paris 35120 DOL DE BRETAGNE","35120","DOL DE BRETAGNE","35",,"11"
"-1.927681","48.56279","G","31 Rue du Fort 35430 CHATEAUNEUF D ILLE ET VILAINE","35430","CHATEAUNEUF D ILLE ET VILAINE","35",,"11"
"-1.997608","47.894534","G","82 Rue de Guer 35330 MAURE DE BRETAGNE","35330","MAURE DE BRETAGNE","35",,"11"
"-1.730774","47.722102","G","14 Rue FÃ©art 35390 GRAND FOUGERAY","35390","GRAND FOUGERAY","35",,"11"
"-1.69341","47.841766","G","7 Rue La Rose des Vents 35470 BAIN DE BRETAGNE","35470","BAIN DE BRETAGNE","35",,"11"
"-1.362633","48.411726","G","Rue de Normandie 35460 ST BRICE EN COGLES","35460","ST BRICE EN COGLES","35",,"11"
"-1.407007","48.25941","G","15 Rue de Rennes 35140 ST AUBIN DU CORMIER","35140","ST AUBIN DU CORMIER","35",,"11"
"-1.125835","48.478268","G","64 Rue LariboisiÃ¨re 35420 LOUVIGNE DU DESERT","35420","LOUVIGNE DU DESERT","35",,"11"
"-1.605656","48.264602","G","44 Rue d'Antrain 35250 ST AUBIN D AUBIGNE","35250","ST AUBIN D AUBIGNE","35",,"11"
"-2.19501","48.184544","G","7 Rue de GaÃ«l 35290 ST MEEN LE GRAND","35290","ST MEEN LE GRAND","35",,"11"
"-2.098002","48.002209","G","2 Avenue de la LibÃ©ration 35380 PLELAN LE GRAND","35380","PLELAN LE GRAND","35",,"11"
"-1.946118","48.136462","G","22 Rue Chateaubriand 35160 MONTFORT SUR MEU","35160","MONTFORT SUR MEU","35",,"11"
"-2.052626","48.199639","G","4 Avenue Joseph Faramin 35360 MONTAUBAN DE BRETAGNE","35360","MONTAUBAN DE BRETAGNE","35",,"11"
"-1.781775","48.319637","G","5 Rue Jean Boucher 35630 HEDE BAZOUGES","35630","HEDE BAZOUGES","35",,"11"
"0.579702","49.244033","G","Route de Lieurey 27450 ST GEORGES DU VIEVRE","27450","ST GEORGES DU VIEVRE","27",,"10"
"0.52727","49.467305","G","2 Rue des Quatre-Chemins 27680 QUILLEBEUF SUR SEINE","27680","QUILLEBEUF SUR SEINE","27",,"10"
"0.669367","49.285101","G","12 Rue de Fontainecourt 27290 MONTFORT SUR RISLE","27290","MONTFORT SUR RISLE","27",,"10"
"0.883868","49.298163","G","222 Route d'Elbeuf 27520 BOURGTHEROULDE INFREVILLE","27520","BOURGTHEROULDE INFREVILLE","27",,"10"
"0.50944","49.354233","G","1 Rue du PrÃ©sident Coty 27500 PONT AUDEMER","27500","PONT AUDEMER","27",,"10"
"0.938455","49.212453","G","14 Rue de la RÃ©publique 27370 AMFREVILLE LA CAMPAGNE","27370","AMFREVILLE LA CAMPAGNE","27",,"10"
"0.770231","49.072779","G","Rue de Liers 27170 BEAUMONT LE ROGER","27170","BEAUMONT LE ROGER","27",,"10"
"1.482207","49.399815","G","4 Rue du Four-Ã -Chaux 27480 LYONS LA FORET","27480","LYONS LA FORET","27",,"10"
"1.356401","49.361283","G","46 Rue Pouyer-Quertier 27380 FLEURY SUR ANDELLE","27380","FLEURY SUR ANDELLE","27",,"10"
"0.911499","48.738689","G","1012 Avenue Edmond DÃ©molins 27130 VERNEUIL SUR AVRE","27130","VERNEUIL SUR AVRE","27",,"10"
"1.270927","48.904424","G","Route de Damville 27220 ST ANDRE DE L EURE","27220","ST ANDRE DE L EURE","27",,"10"
"1.461668","48.889406","G","11 Rue Jules Ferry 27540 IVRY LA BATAILLE","27540","IVRY LA BATAILLE","27",,"10"
"0.937003","48.954227","G","9 Rue Saint-Aubin 27190 CONCHES EN OUCHE","27190","CONCHES EN OUCHE","27",,"10"
"0.696608","49.859593","G","7 Avenue du 51 Highlands Division 76460 ST VALERY EN CAUX","76460","ST VALERY EN CAUX","76",,"9"
"0.773006","49.482196","G","140 Rue de la RÃ©publique 76940 LA MAILLERAYE SUR SEINE","76940","LA MAILLERAYE SUR SEINE","76",,"9"
"0.70814","49.688232","G","22 Rue Gaston de Beauvoir 76560 HERICOURT EN CAUX","76560","HERICOURT EN CAUX","76",,"9"
"0.83961","49.807573","G","Rue Albert Perne 76740 FONTAINE LE DUN","76740","FONTAINE LE DUN","76",,"9"
"0.596138","49.652278","G","Rue du GÃ©nÃ©ral de Gaulle 76640 FAUVILLE EN CAUX","76640","FAUVILLE EN CAUX","76",,"9"
"0.731367","49.529535","G","47 Rue de Latham 76490 CAUDEBEC EN CAUX","76490","CAUDEBEC EN CAUX","76",,"9"
"0.631508","49.774695","G","Rue du Stade 76450 CANY BARVILLE","76450","CANY BARVILLE","76",,"9"
"1.283219","49.672744","G","Place Maintenon 76680 ST SAENS","76680","ST SAENS","76",,"9"
"1.717615","49.476214","G","9 Avenue des Anciens Combattants 76220 GOURNAY EN BRAY","76220","GOURNAY EN BRAY","76",,"9"
"1.551469","49.61094","G","72 Rue de la LibÃ©ration 76440 FORGES LES EAUX","76440","FORGES LES EAUX","76",,"9"
"1.631044","49.919678","G","1 Rue des HÃªtres 76340 BLANGY SUR BRESLE","76340","BLANGY SUR BRESLE","76",,"9"
"1.448206","49.734248","G","2 Rue de la Gendarmerie 76270 NEUFCHATEL EN BRAY","76270","NEUFCHATEL EN BRAY","76",,"9"
"0.570797","49.489272","G","10 Avenue Victor Hugo 76330 NOTRE DAME DE GRAVENCHON","76330","NOTRE DAME DE GRAVENCHON","76",,"9"
"0.267635","49.641283","G","11 Route de Vergetot 76280 CRIQUETOT L ESNEVAL","76280","CRIQUETOT L ESNEVAL","76",,"9"
"1.106175","49.793175","G","Impasse des Fleurs 76590 LONGUEVILLE SUR SCIE","76590","LONGUEVILLE SUR SCIE","76",,"9"
"1.003928","49.788255","G","16 Route de Pierreville 76730 BACQUEVILLE EN CAUX","76730","BACQUEVILLE EN CAUX","76",,"9"
"1.044062","49.469253","G","2 Rue de la RÃ©publique 76250 DEVILLE LES ROUEN","76250","DEVILLE LES ROUEN","76",,"9"
"2.597355","49.299979","G","223 Rue Charles Frigaux 60700 PONT STE MAXENCE","60700","PONT STE MAXENCE","60",,"11"
"2.903589","49.225288","G","9 Rue des Ãrables 60800 CREPY EN VALOIS","60800","CREPY EN VALOIS","60",,"11"
"2.915816","49.505152","G","781 Rue de Paris 60170 RIBECOURT DRESLINCOURT","60170","RIBECOURT DRESLINCOURT","60",,"11"
"2.746759","49.54109","G","220 Rue de Belloy 60490 RESSONS SUR MATZ","60490","RESSONS SUR MATZ","60",,"11"
"2.641343","49.432451","G","162 Avenue des Flandres 60190 ESTREES ST DENIS","60190","ESTREES ST DENIS","60",,"11"
"2.871347","49.440105","G","517 Avenue LÃ©o Delibes 60750 CHOISY AU BAC","60750","CHOISY AU BAC","60",,"11"
"2.430467","49.510278","G","25 Rue Tailbouis 60130 ST JUST EN CHAUSSEE","60130","ST JUST EN CHAUSSEE","60",,"11"
"2.581982","49.478819","G","Rue de la Gendarmerie 60190 LA NEUVILLE ROY","60190","LA NEUVILLE ROY","60",,"11"
"2.517115","49.551753","G","11 Rue Saint-Just-en-ChaussÃ©e 60420 MAIGNELAY MONTIGNY","60420","MAIGNELAY MONTIGNY","60",,"11"
"1.961326","49.569587","G","2 Rue du GÃ©nÃ©ral Leclerc 60690 MARSEILLE EN BEAUVAISIS","60690","MARSEILLE EN BEAUVAISIS","60",,"11"
"2.084848","49.604067","G","26 Rue de Clermont 60360 CREVECOEUR LE GRAND","60360","CREVECOEUR LE GRAND","60",,"11"
"1.838306","49.413224","G","8 Rue de l'Eglise 60850 LE COUDRAY ST GERMER","60850","LE COUDRAY ST GERMER","60",,"11"
"3.702224","49.823052","G","5 Place de l'HÃ´tel-de-Ville 02120 SAINS RICHAUMONT","2120","SAINS RICHAUMONT","02",,"9"
"3.808343","50.013042","G","Rue Marc Blancpain 02170 LE NOUVION EN THIERACHE","2170","LE NOUVION EN THIERACHE","02",,"9"
"3.084794","49.25544","G","2 Avenue Jean JaurÃ¨s 02600 VILLERS COTTERETS","2600","VILLERS COTTERETS","02",,"9"
"3.116491","49.40731","G","4 bis Rue Jules Ferreux 02290 VIC SUR AISNE","2290","VIC SUR AISNE","02",,"9"
"3.514783","49.4045","G","1 Avenue Jean JaurÃ¨s 02370 VAILLY SUR AISNE","2370","VAILLY SUR AISNE","02",,"9"
"3.368799","49.207042","G","17 Route de Soissons 02210 OULCHY LE CHATEAU","2210","OULCHY LE CHATEAU","02",,"9"
"3.179168","49.748833","G","Route d'Artemps 02640 ST SIMON","2640","ST SIMON","02",,"9"
"3.366078","49.751281","G","3 Rue Georges Clemenceau 02610 MOY DE L AISNE","2610","MOY DE L AISNE","02",,"9"
"3.426003","49.951633","G","224 Rue Henri Matisse 02230 FRESNOY LE GRAND","2230","FRESNOY LE GRAND","02",,"9"
"3.440474","49.987827","G","169 Rue Jean JaurÃ¨s 02110 BOHAIN EN VERMANDOIS","2110","BOHAIN EN VERMANDOIS","02",,"9"
"3.295269","49.844381","G","15 Boulevard Gambetta 02100 ST QUENTIN","2100","ST QUENTIN","02",,"9"
"3.285755","49.161938","G","2 Avenue de ChÃ¢teau-Thierry 02470 NEUILLY ST FRONT","2470","NEUILLY ST FRONT","02",,"9"
"3.142496","49.172703","G","2 Rue de Neuilly 02460 LA FERTE MILON","2460","LA FERTE MILON","02",,"9"
"3.502526","49.201336","G","5 Rue Rollequin 02130 FERE EN TARDENOIS","2130","FERE EN TARDENOIS","02",,"9"
"3.55168","49.005244","G","1 Rue du CollÃ¨ge 02330 CONDE EN BRIE","2330","CONDE EN BRIE","02",,"9"
"3.408068","49.039961","G","20 Avenue de la RÃ©publique 02400 CHATEAU THIERRY","2400","CHATEAU THIERRY","02",,"9"
"3.624553","49.697999","G","Rue de l'Eglise 02270 CRECY SUR SERRE","2270","CRECY SUR SERRE","02",,"9"
