CODGEO	REG	DEP	ARR	LIBGEO	P10_POP
58280	26	58	583	Sougy-sur-Loire	602
58281	26	58	584	Suilly-la-Tour	588
58282	26	58	582	Surgy	436
58283	26	58	582	Taconnay	70
58284	26	58	582	Talon	48
58285	26	58	581	Tamnay-en-Bazois	182
58286	26	58	582	Tannay	620
58287	26	58	581	Tazilly	250
58288	26	58	582	Teigny	110
58289	26	58	581	Ternant	211
58290	26	58	581	Thaix	64
58291	26	58	583	Thianges	176
58292	26	58	581	Tintury	197
58293	26	58	583	Toury-Lurcy	431
58294	26	58	583	Toury-sur-Jour	124
58295	26	58	584	Tracy-sur-Loire	960
58296	26	58	583	Tresnay	182
58297	26	58	583	Trois-Vèvres	234
58298	26	58	584	Tronsanges	370
58299	26	58	582	Trucy-l'Orgueilleux	236
58300	26	58	583	Urzy	1807
58301	26	58	581	Vandenesse	340
58302	26	58	584	Varennes-lès-Narcy	883
58303	26	58	583	Varennes-Vauzelles	9623
58304	26	58	582	Varzy	1314
58305	26	58	582	Vauclaix	121
58306	26	58	583	Verneuil	323
58307	26	58	584	Vielmanay	189
58308	26	58	582	Vignol	76
58309	26	58	581	Villapourçon	453
58310	26	58	582	Villiers-le-Sec	50
58311	26	58	583	Ville-Langy	291
58312	26	58	582	Villiers-sur-Yonne	309
58313	26	58	582	Vitry-Laché	111
59001	31	59	592	Abancourt	448
59002	31	59	596	Abscon	4228
59003	31	59	591	Aibes	361
59004	31	59	593	Aix	1101
59005	31	59	595	Allennes-les-Marais	3337
59006	31	59	591	Amfroipret	222
59007	31	59	593	Anhiers	968
59008	31	59	593	Aniche	10347
59009	31	59	595	Villeneuve-d'Ascq	63572
59010	31	59	592	Anneux	243
59011	31	59	595	Annoeullin	9663
59012	31	59	591	Anor	3280
59013	31	59	595	Anstaing	1267
59014	31	59	596	Anzin	13412
59015	31	59	593	Arleux	2935
59016	31	59	594	Armbouts-Cappel	2497
59017	31	59	595	Armentières	25375
59018	31	59	594	Arnèke	1583
59019	31	59	596	Artres	1034
59021	31	59	591	Assevent	1757
59022	31	59	595	Attiches	2309
59023	31	59	592	Aubencheul-au-Bac	465
59024	31	59	593	Auberchicourt	4573
59025	31	59	595	Aubers	1528
59026	31	59	593	Aubigny-au-Bac	1217
59027	31	59	596	Aubry-du-Hainaut	1468
59028	31	59	593	Auby	7535
59029	31	59	593	Auchy-lez-Orchies	1478
59031	31	59	591	Audignies	297
59032	31	59	596	Aulnoy-lez-Valenciennes	7280
59033	31	59	591	Aulnoye-Aymeries	8642
59034	31	59	595	Avelin	2559
59035	31	59	591	Avesnelles	2505
59036	31	59	591	Avesnes-sur-Helpe	4976
59037	31	59	592	Avesnes-les-Aubert	3672
59038	31	59	596	Avesnes-le-Sec	1358
59039	31	59	592	Awoingt	693
59041	31	59	591	Bachant	2398
59042	31	59	595	Bachy	1448
59043	31	59	594	Bailleul	14480
59044	31	59	595	Baisieux	4452
59045	31	59	591	Baives	157
59046	31	59	594	Bambecque	729
59047	31	59	592	Banteux	323
59048	31	59	592	Bantigny	470
59049	31	59	592	Bantouzelle	409
59050	31	59	591	Bas-Lieu	313
59051	31	59	595	La Bassée	6235
59052	31	59	595	Bauvin	5265
59053	31	59	591	Bavay	3516
59054	31	59	594	Bavinchove	921
59055	31	59	592	Bazuel	566
59056	31	59	595	Beaucamps-Ligny	889
59057	31	59	591	Beaudignies	571
59058	31	59	591	Beaufort	961
59059	31	59	592	Beaumont-en-Cambrésis	466
59060	31	59	592	Beaurain	228
59061	31	59	591	Beaurepaire-sur-Sambre	255
59062	31	59	591	Beaurieux	168
59063	31	59	592	Beauvois-en-Cambrésis	2143
59064	31	59	596	Bellaing	1194
59065	31	59	591	Bellignies	894
59066	31	59	591	Bérelles	165
59067	31	59	594	Bergues	3886
59068	31	59	591	Berlaimont	3193
59069	31	59	592	Bermerain	651
59070	31	59	591	Bermeries	404
59071	31	59	595	Bersée	2262
59072	31	59	591	Bersillies	264
59073	31	59	594	Berthen	506
59074	31	59	592	Bertry	2210
59075	31	59	592	Béthencourt	749
59076	31	59	591	Bettignies	262
59077	31	59	591	Bettrechies	247
59078	31	59	591	Beugnies	581
59079	31	59	596	Beuvrages	6652
59080	31	59	593	Beuvry-la-Forêt	2737
59081	31	59	592	Bévillers	555
59082	31	59	594	Bierne	1644
59083	31	59	594	Bissezeele	213
59084	31	59	594	Blaringhem	2000
59085	31	59	592	Blécourt	360
59086	31	59	594	Boeschepe	2197
59087	31	59	594	Boëseghem	712
59088	31	59	595	Bois-Grenier	1521
59089	31	59	594	Bollezeele	1403
59090	31	59	595	Bondues	9930
59091	31	59	594	Borre	573
59092	31	59	596	Bouchain	4053
59093	31	59	591	Boulogne-sur-Helpe	328
59094	31	59	594	Bourbourg	6911
59096	31	59	595	Bourghelles	1563
59097	31	59	592	Boursies	339
59098	31	59	595	Bousbecque	4702
59099	31	59	591	Bousies	1699
59100	31	59	596	Bousignies	315
59101	31	59	591	Bousignies-sur-Roc	432
59102	31	59	592	Boussières-en-Cambrésis	428
59103	31	59	591	Boussières-sur-Sambre	523
59104	31	59	591	Boussois	3259
59105	31	59	593	Bouvignies	1517
59106	31	59	595	Bouvines	709
59107	31	59	594	Bray-Dunes	4666
59108	31	59	592	Briastre	720
59109	31	59	596	Brillon	735
59110	31	59	594	Brouckerque	1281
59111	31	59	594	Broxeele	304
59112	31	59	596	Bruay-sur-l'Escaut	12276
59113	31	59	593	Bruille-lez-Marchiennes	1338
59114	31	59	596	Bruille-Saint-Amand	1614
59115	31	59	593	Brunémont	635
59116	31	59	591	Bry	376
59117	31	59	593	Bugnicourt	952
59118	31	59	592	Busigny	2559
59119	31	59	594	Buysscheure	513
59120	31	59	594	Caëstre	1812
59121	31	59	592	Cagnoncles	539
59122	31	59	592	Cambrai	32584
59123	31	59	595	Camphin-en-Carembault	1636
59124	31	59	595	Camphin-en-Pévèle	1977
59125	31	59	592	Cantaing-sur-Escaut	423
59126	31	59	593	Cantin	1450
59127	31	59	592	Capelle	161
59128	31	59	595	Capinghem	1620
59129	31	59	595	Cappelle-en-Pévèle	2119
59130	31	59	594	Cappelle-Brouck	1148
59131	31	59	594	Cappelle-la-Grande	8173
59132	31	59	592	Carnières	1070
59133	31	59	595	Carnin	989
59134	31	59	591	Cartignies	1249
59135	31	59	594	Cassel	2287
59136	31	59	592	Le Cateau-Cambrésis	7039
59137	31	59	592	Catillon-sur-Sambre	837
59138	31	59	592	Cattenières	676
59139	31	59	592	Caudry	14393
59140	31	59	592	Caullery	466
59141	31	59	592	Cauroir	572
59142	31	59	591	Cerfontaine	586
59143	31	59	595	La Chapelle-d'Armentières	8259
59144	31	59	596	Château-l'Abbaye	868
59145	31	59	595	Chemy	645
59146	31	59	595	Chéreng	3014
59147	31	59	591	Choisies	67
59148	31	59	591	Clairfayts	368
59149	31	59	592	Clary	1146
59150	31	59	595	Cobrieux	527
59151	31	59	591	Colleret	1679
59152	31	59	595	Comines	12372
59153	31	59	596	Condé-sur-l'Escaut	9731
59154	31	59	594	Coudekerque-Village	1167
59155	31	59	594	Coudekerque-Branche	22474
59156	31	59	593	Courchelettes	2712
59157	31	59	591	Cousolre	2395
59158	31	59	593	Coutiches	2738
59159	31	59	594	Craywick	597
59160	31	59	596	Crespin	4465
59161	31	59	592	Crèvecoeur-sur-l'Escaut	678
59162	31	59	594	Crochte	713
59163	31	59	595	Croix	20676
59164	31	59	591	Croix-Caluyau	245
59165	31	59	593	Cuincy	6626
59166	31	59	596	Curgies	1091
59167	31	59	592	Cuvillers	201
59168	31	59	595	Cysoing	4563
59169	31	59	591	Damousies	229
59170	31	59	593	Dechy	5135
59171	31	59	592	Dehéries	43
59172	31	59	596	Denain	20351
59173	31	59	595	Deûlémont	1690
59174	31	59	591	Dimechaux	351
59175	31	59	591	Dimont	326
59176	31	59	592	Doignies	296
59177	31	59	591	Dompierre-sur-Helpe	925
59178	31	59	593	Douai	42197
59179	31	59	596	Douchy-les-Mines	10425
59180	31	59	594	Le Doulieu	1402
59181	31	59	591	Dourlers	551
59182	31	59	594	Drincham	259
59183	31	59	594	Dunkerque	92005
59184	31	59	594	Ebblinghem	657
59185	31	59	593	Écaillon	2002
59186	31	59	591	Eccles	100
59187	31	59	591	Éclaibes	280
59188	31	59	591	Écuélin	111
59189	31	59	594	Eecke	1166
59190	31	59	591	Élesmes	909
59191	31	59	592	Élincourt	635
59192	31	59	596	Émerchicourt	884
59193	31	59	595	Emmerin	3199
59194	31	59	591	Englefontaine	1305
59195	31	59	595	Englos	563
59196	31	59	595	Ennetières-en-Weppes	1190
59197	31	59	595	Ennevelin	2157
59198	31	59	591	Eppe-Sauvage	268
59199	31	59	593	Erchin	766
59200	31	59	594	Eringhem	470
59201	31	59	595	Erquinghem-le-Sec	534
59202	31	59	595	Erquinghem-Lys	4535
59203	31	59	593	Erre	1448
59204	31	59	592	Escarmain	434
59205	31	59	596	Escaudain	9149
59206	31	59	592	Escaudoeuvres	3415
59207	31	59	596	Escautpont	4237
59208	31	59	595	Escobecques	307
59209	31	59	592	Esnes	660
59210	31	59	594	Esquelbecq	2145
59211	31	59	593	Esquerchin	884
59212	31	59	594	Estaires	5992
59213	31	59	592	Estourmel	453
59214	31	59	593	Estrées	967
59215	31	59	596	Estreux	961
59216	31	59	592	Eswars	354
59217	31	59	591	Eth	328
59218	31	59	591	Étroeungt	1390
59219	31	59	592	Estrun	673
59220	31	59	595	Faches-Thumesnil	17407
59221	31	59	596	Famars	2519
59222	31	59	593	Faumont	2096
59223	31	59	591	Le Favril	481
59224	31	59	593	Féchain	1849
59225	31	59	591	Feignies	7222
59226	31	59	591	Felleries	1606
59227	31	59	593	Fenain	5355
59228	31	59	593	Férin	1462
59229	31	59	591	Féron	548
59230	31	59	591	Ferrière-la-Grande	5464
59231	31	59	591	Ferrière-la-Petite	1018
59232	31	59	591	La Flamengrie	423
59233	31	59	591	Flaumont-Waudrechies	371
59234	31	59	593	Flers-en-Escrebieux	5624
59236	31	59	592	Flesquières	276
59237	31	59	594	Flêtre	923
59238	31	59	596	Flines-lès-Mortagne	1645
59239	31	59	593	Flines-lez-Raches	5443
59240	31	59	591	Floursies	138
59241	31	59	591	Floyon	513
59242	31	59	591	Fontaine-au-Bois	661
59243	31	59	592	Fontaine-au-Pire	1192
59244	31	59	592	Fontaine-Notre-Dame	1717
59246	31	59	591	Forest-en-Cambrésis	549
59247	31	59	595	Forest-sur-Marque	1446
59248	31	59	594	Fort-Mardyck	
59249	31	59	591	Fourmies	12687
59250	31	59	595	Fournes-en-Weppes	2035
59251	31	59	591	Frasnoy	342
59252	31	59	595	Frelinghien	2483
59253	31	59	596	Fresnes-sur-Escaut	7676
59254	31	59	593	Fressain	873
59255	31	59	592	Fressies	559
59256	31	59	595	Fretin	3309
59257	31	59	595	Fromelles	861
59258	31	59	595	Genech	2605
59259	31	59	591	Ghissignies	483
59260	31	59	594	Ghyvelde	3266
59261	31	59	591	Glageon	1833
59262	31	59	594	Godewaersvelde	2026
59263	31	59	593	Goeulzin	1057
59264	31	59	591	Gognies-Chaussée	789
59265	31	59	591	Gommegnies	2265
59266	31	59	595	Gondecourt	3967
59267	31	59	592	Gonnelieu	329
59268	31	59	594	La Gorgue	5956
59269	31	59	592	Gouzeaucourt	1432
59270	31	59	591	Grand-Fayt	515
59271	31	59	594	Grande-Synthe	20991
59272	31	59	594	Grand-Fort-Philippe	5434
59273	31	59	594	Gravelines	11516
59274	31	59	592	La Groise	469
59275	31	59	595	Gruson	1145
59276	31	59	593	Guesnain	4660
59277	31	59	591	Gussignies	350
59278	31	59	595	Hallennes-lez-Haubourdin	3997
59279	31	59	595	Halluin	20199
59280	31	59	593	Hamel	780
59281	31	59	595	Hantay	1046
59282	31	59	594	Hardifort	382
59283	31	59	591	Hargnies	583
59284	31	59	596	Hasnon	3721
59285	31	59	596	Haspres	2800
59286	31	59	595	Haubourdin	14455
59287	31	59	592	Haucourt-en-Cambrésis	209
59288	31	59	596	Haulchin	2371
59289	31	59	592	Haussy	1550
59290	31	59	591	Haut-Lieu	389
59291	31	59	591	Hautmont	14239
59292	31	59	596	Haveluy	3088
59293	31	59	594	Haverskerque	1472
59294	31	59	592	Haynecourt	594
59295	31	59	594	Hazebrouck	21598
59296	31	59	591	Hecq	353
59297	31	59	596	Hélesmes	1942
59299	31	59	595	Hem	17369
59300	31	59	592	Hem-Lenglet	580
59301	31	59	596	Hergnies	4276
59302	31	59	596	Hérin	3840
59303	31	59	595	Herlies	2147
59304	31	59	595	Herrin	403
59305	31	59	594	Herzeele	1518
59306	31	59	591	Hestrud	291
59307	31	59	594	Holque	935
59308	31	59	594	Hondeghem	931
59309	31	59	594	Hondschoote	4106
59310	31	59	591	Hon-Hergies	830
59311	31	59	592	Honnechy	528
59312	31	59	592	Honnecourt-sur-Escaut	743
59313	31	59	596	Hordain	1472
59314	31	59	593	Hornaing	3426
59315	31	59	591	Houdain-lez-Bavay	868
59316	31	59	595	Houplin-Ancoisne	3431
59317	31	59	595	Houplines	7611
59318	31	59	594	Houtkerque	991
59319	31	59	594	Hoymille	3192
59320	31	59	595	Illies	1419
59321	31	59	592	Inchy	729
59322	31	59	592	Iwuy	3200
59323	31	59	591	Jenlain	1054
59324	31	59	591	Jeumont	9772
59325	31	59	591	Jolimetz	890
59326	31	59	594	Killem	964
59327	31	59	593	Lallaing	6525
59328	31	59	595	Lambersart	28504
59329	31	59	593	Lambres-lez-Douai	5092
59330	31	59	593	Landas	2377
59331	31	59	591	Landrecies	3581
59332	31	59	595	Lannoy	1718
59333	31	59	591	Larouillies	271
59334	31	59	593	Lauwin-Planque	1806
59335	31	59	596	Lecelles	2653
59336	31	59	593	Lécluse	1442
59337	31	59	594	Lederzeele	592
59338	31	59	594	Ledringhem	673
59339	31	59	595	Leers	9286
59340	31	59	594	Leffrinckoucke	4482
59341	31	59	592	Lesdain	408
59342	31	59	591	Lez-Fontaine	215
59343	31	59	595	Lesquin	6394
59344	31	59	591	Leval	2326
59345	31	59	593	Lewarde	2739
59346	31	59	595	Lezennes	3064
59347	31	59	591	Liessies	556
59348	31	59	596	Lieu-Saint-Amand	1260
59349	31	59	592	Ligny-en-Cambrésis	1787
59350	31	59	595	Lille	227560
59351	31	59	591	Limont-Fontaine	575
59352	31	59	595	Linselles	8257
59353	31	59	591	Locquignol	346
59354	31	59	593	Loffre	755
59355	31	59	595	Lomme	
59356	31	59	595	Lompret	2335
59357	31	59	591	La Longueville	2181
59358	31	59	594	Looberghe	1180
59359	31	59	594	Loon-Plage	6302
59360	31	59	595	Loos	21592
59361	31	59	596	Lourches	3908
59363	31	59	591	Louvignies-Quesnoy	955
59364	31	59	595	Louvil	850
59365	31	59	591	Louvroil	6830
59366	31	59	594	Lynde	691
59367	31	59	595	Lys-lez-Lannoy	12950
59368	31	59	595	La Madeleine	22442
59369	31	59	596	Maing	3987
59370	31	59	591	Mairieux	774
59371	31	59	595	Le Maisnil	609
59372	31	59	592	Malincourt	508
59374	31	59	591	Marbaix	472
59375	31	59	593	Marchiennes	4742
59377	31	59	592	Marcoing	1830
59378	31	59	595	Marcq-en-Baroeul	38947
59379	31	59	593	Marcq-en-Ostrevent	585
59381	31	59	591	Maresches	895
59382	31	59	592	Maretz	1487
59383	31	59	596	Marly	11871
59384	31	59	591	Maroilles	1436
59385	31	59	591	Marpent	2669
59386	31	59	595	Marquette-lez-Lille	9797
59387	31	59	596	Marquette-en-Ostrevant	1676
59388	31	59	595	Marquillies	1992
59389	31	59	592	Masnières	2626
59390	31	59	593	Masny	4361
59391	31	59	596	Mastaing	909
59392	31	59	591	Maubeuge	31046
59393	31	59	596	Maulde	957
59394	31	59	592	Maurois	422
59395	31	59	592	Mazinghien	321
59396	31	59	591	Mecquignies	652
59397	31	59	594	Merckeghem	574
59398	31	59	595	Mérignies	2485
59399	31	59	594	Merris	1065
59400	31	59	594	Merville	8993
59401	31	59	594	Méteren	2146
59402	31	59	594	Millam	783
59403	31	59	596	Millonfosse	664
59404	31	59	594	Les Moëres	808
59405	31	59	592	Moeuvres	447
59406	31	59	591	Monceau-Saint-Waast	512
59407	31	59	596	Monchaux-sur-Écaillon	551
59408	31	59	595	Moncheaux	1448
59409	31	59	593	Monchecourt	2575
59410	31	59	595	Mons-en-Baroeul	21887
59411	31	59	595	Mons-en-Pévèle	2139
59412	31	59	592	Montay	350
59413	31	59	592	Montigny-en-Cambrésis	585
59414	31	59	593	Montigny-en-Ostrevent	4872
59415	31	59	592	Montrécourt	233
59416	31	59	594	Morbecque	2658
59418	31	59	596	Mortagne-du-Nord	1621
59419	31	59	595	Mouchin	1368
59420	31	59	591	Moustier-en-Fagne	61
59421	31	59	595	Mouvaux	13566
59422	31	59	592	Naves	605
59423	31	59	594	Neuf-Berquin	1241
59424	31	59	591	Neuf-Mesnil	1254
59425	31	59	591	Neuville-en-Avesnois	291
59426	31	59	595	Neuville-en-Ferrain	10132
59427	31	59	595	La Neuville	680
59428	31	59	592	Neuville-Saint-Rémy	3744
59429	31	59	596	Neuville-sur-Escaut	2560
59430	31	59	592	Neuvilly	1049
59431	31	59	594	Nieppe	7587
59432	31	59	592	Niergnies	497
59433	31	59	594	Nieurlet	980
59434	31	59	596	Nivelle	1283
59435	31	59	593	Nomain	2464
59436	31	59	594	Noordpeene	788
59437	31	59	595	Noyelles-lès-Seclin	879
59438	31	59	592	Noyelles-sur-Escaut	766
59439	31	59	591	Noyelles-sur-Sambre	314
59440	31	59	596	Noyelles-sur-Selle	768
59441	31	59	591	Obies	704
59442	31	59	591	Obrechies	259
59443	31	59	594	Ochtezeele	341
59444	31	59	596	Odomez	898
59445	31	59	591	Ohain	1292
59446	31	59	596	Oisy	564
59447	31	59	596	Onnaing	8709
59448	31	59	594	Oost-Cappel	528
59449	31	59	593	Orchies	8178
59450	31	59	592	Ors	653
59451	31	59	591	Orsinval	524
59452	31	59	595	Ostricourt	5225
59453	31	59	594	Oudezeele	668
59454	31	59	594	Oxelaëre	510
59455	31	59	592	Paillencourt	991
59456	31	59	593	Pecquencourt	6154
59457	31	59	595	Pérenchies	8104
59458	31	59	595	Péronne-en-Mélantois	871
59459	31	59	596	Petite-Forêt	4958
59461	31	59	591	Petit-Fayt	295
59462	31	59	595	Phalempin	4457
59463	31	59	594	Pitgam	918
59464	31	59	591	Poix-du-Nord	2107
59465	31	59	592	Pommereuil	761
59466	31	59	595	Pont-à-Marcq	2634
59467	31	59	591	Pont-sur-Sambre	2586
59468	31	59	591	Potelle	361
59469	31	59	594	Pradelles	365
59470	31	59	595	Prémesques	2164
59471	31	59	596	Préseau	1870
59472	31	59	591	Preux-au-Bois	837
59473	31	59	591	Preux-au-Sart	289
59474	31	59	591	Prisches	996
59475	31	59	596	Prouvy	2290
59476	31	59	592	Proville	3350
59477	31	59	595	Provin	4129
59478	31	59	594	Quaëdypre	1146
59479	31	59	596	Quarouble	3091
59480	31	59	596	Quérénaing	945
59481	31	59	591	Le Quesnoy	4994
59482	31	59	595	Quesnoy-sur-Deûle	7126
59483	31	59	591	Quiévelon	154
59484	31	59	596	Quiévrechain	5998
59485	31	59	592	Quiévy	1742
59486	31	59	593	Râches	2740
59487	31	59	595	Radinghem-en-Weppes	1343
59488	31	59	592	Raillencourt-Sainte-Olle	2358
59489	31	59	593	Raimbeaucourt	4126
59490	31	59	591	Rainsars	211
59491	31	59	596	Raismes	12754
59492	31	59	592	Ramillies	588
59493	31	59	591	Ramousies	241
59494	31	59	591	Raucourt-au-Bois	176
59495	31	59	591	Recquignies	2347
59496	31	59	592	Rejet-de-Beaulieu	246
59497	31	59	594	Renescure	2071
59498	31	59	592	Reumont	379
59499	31	59	594	Rexpoëde	1849
59500	31	59	592	Ribécourt-la-Tour	373
59501	31	59	593	Rieulay	1382
59502	31	59	592	Rieux-en-Cambrésis	1524
59503	31	59	591	Robersart	186
59504	31	59	596	Roeulx	3686
59505	31	59	596	Rombies-et-Marchipont	761
59506	31	59	592	Romeries	435
59507	31	59	595	Ronchin	18120
59508	31	59	595	Roncq	12848
59509	31	59	593	Roost-Warendin	6193
59511	31	59	596	Rosult	1863
59512	31	59	595	Roubaix	94713
59513	31	59	593	Roucourt	394
59514	31	59	591	Rousies	4222
59515	31	59	596	Rouvignies	659
59516	31	59	594	Rubrouck	940
59517	31	59	592	Les Rues-des-Vignes	697
59518	31	59	591	Ruesnes	440
59519	31	59	596	Rumegies	1580
59520	31	59	592	Rumilly-en-Cambrésis	1449
59521	31	59	592	Sailly-lez-Cambrai	450
59522	31	59	595	Sailly-lez-Lannoy	1776
59523	31	59	595	Sainghin-en-Mélantois	2493
59524	31	59	595	Sainghin-en-Weppes	5533
59525	31	59	591	Sains-du-Nord	3004
59526	31	59	596	Saint-Amand-les-Eaux	16697
59527	31	59	595	Saint-André-lez-Lille	11336
59528	31	59	592	Saint-Aubert	1520
59529	31	59	591	Saint-Aubin	374
59530	31	59	596	Saint-Aybert	358
59531	31	59	592	Saint-Benin	355
59532	31	59	594	Saint-Georges-sur-l'Aa	308
59533	31	59	592	Saint-Hilaire-lez-Cambrai	1643
59534	31	59	591	Saint-Hilaire-sur-Helpe	780
59535	31	59	594	Saint-Jans-Cappel	1632
59536	31	59	594	Sainte-Marie-Cappel	834
59537	31	59	592	Saint-Martin-sur-Écaillon	526
59538	31	59	594	Saint-Momelin	412
59539	31	59	594	Saint-Pierre-Brouck	984
59540	31	59	594	Saint-Pol-sur-Mer	
59541	31	59	592	Saint-Python	991
59542	31	59	591	Saint-Remy-Chaussée	492
59543	31	59	591	Saint-Remy-du-Nord	1193
59544	31	59	596	Saint-Saulve	10983
59545	31	59	592	Saint-Souplet	1290
59546	31	59	594	Saint-Sylvestre-Cappel	1105
59547	31	59	592	Saint-Vaast-en-Cambrésis	887
59548	31	59	591	Saint-Waast	614
59549	31	59	591	Salesches	315
59550	31	59	595	Salomé	2981
59551	31	59	593	Saméon	1514
59552	31	59	592	Sancourt	201
59553	31	59	595	Santes	5618
59554	31	59	596	Sars-et-Rosières	528
59555	31	59	591	Sars-Poteries	1473
59556	31	59	591	Sassegnies	270
59557	31	59	596	Saultain	2058
59558	31	59	592	Saulzoir	1701
59559	31	59	596	Sebourg	1890
59560	31	59	595	Seclin	12295
59562	31	59	591	Sémeries	540
59563	31	59	591	Semousies	240
59564	31	59	596	La Sentinelle	3322
59565	31	59	591	Sepmeries	587
59566	31	59	595	Sequedin	4385
59567	31	59	592	Séranvillers-Forenville	330
59568	31	59	594	Sercus	411
59569	31	59	593	Sin-le-Noble	16257
59570	31	59	594	Socx	964
59571	31	59	592	Solesmes	4605
59572	31	59	591	Solre-le-Château	1801
59573	31	59	591	Solrinnes	125
59574	31	59	593	Somain	12506
59575	31	59	592	Sommaing	338
59576	31	59	594	Spycker	1594
59577	31	59	594	Staple	681
59578	31	59	594	Steenbecque	1743
59579	31	59	594	Steene	1272
59580	31	59	594	Steenvoorde	4055
59581	31	59	594	Steenwerck	3471
59582	31	59	594	Strazeele	773
59583	31	59	591	Taisnières-en-Thiérache	466
59584	31	59	591	Taisnières-sur-Hon	926
59585	31	59	595	Templemars	3158
59586	31	59	595	Templeuve	5786
59587	31	59	594	Terdeghem	554
59588	31	59	594	Téteghem	7072
59589	31	59	596	Thiant	2560
59590	31	59	594	Thiennes	796
59591	31	59	596	Thivencelle	820
59592	31	59	595	Thumeries	3916
59593	31	59	592	Thun-l'Évêque	658
59594	31	59	596	Thun-Saint-Amand	1136
59595	31	59	592	Thun-Saint-Martin	531
59596	31	59	593	Tilloy-lez-Marchiennes	556
59597	31	59	592	Tilloy-lez-Cambrai	589
59598	31	59	595	Toufflers	3989
59599	31	59	595	Tourcoing	91923
59600	31	59	595	Tourmignies	687
59601	31	59	591	Trélon	3090
59602	31	59	595	Tressin	1262
59603	31	59	596	Trith-Saint-Léger	6446
59604	31	59	592	Troisvilles	823
59605	31	59	594	Uxem	1324
59606	31	59	596	Valenciennes	43335
59607	31	59	591	Vendegies-au-Bois	493
59608	31	59	592	Vendegies-sur-Écaillon	1121
59609	31	59	595	Vendeville	1634
59610	31	59	596	Verchain-Maugré	903
59611	31	59	595	Verlinghem	2385
59612	31	59	592	Vertain	467
59613	31	59	596	Vicq	1438
59614	31	59	592	Viesly	1458
59615	31	59	594	Vieux-Berquin	2504
59616	31	59	596	Vieux-Condé	10494
59617	31	59	591	Vieux-Mesnil	577
59618	31	59	591	Vieux-Reng	853
59619	31	59	591	Villereau	944
59620	31	59	593	Villers-au-Tertre	608
59622	31	59	592	Villers-en-Cauchies	1247
59623	31	59	592	Villers-Guislain	726
59624	31	59	592	Villers-Outréaux	2182
59625	31	59	592	Villers-Plouich	414
59626	31	59	591	Villers-Pol	1235
59627	31	59	591	Villers-Sire-Nicole	995
59628	31	59	594	Volckerinckhove	503
59629	31	59	593	Vred	1348
59630	31	59	595	Wahagnies	2588
59631	31	59	592	Walincourt-Selvigny	2087
59632	31	59	596	Wallers	5577
59633	31	59	591	Wallers-en-Fagne	299
59634	31	59	594	Wallon-Cappel	889
59635	31	59	592	Wambaix	306
59636	31	59	595	Wambrechies	9745
59637	31	59	593	Wandignies-Hamage	1254
59638	31	59	595	Wannehain	1031
59639	31	59	591	Wargnies-le-Grand	1067
59640	31	59	591	Wargnies-le-Petit	788
59641	31	59	594	Warhem	2064
59642	31	59	593	Warlaing	566
59643	31	59	595	Warneton	211
59645	31	59	596	Wasnes-au-Bac	573
59646	31	59	595	Wasquehal	20046
59647	31	59	594	Watten	2608
59648	31	59	595	Wattignies	13223
59649	31	59	591	Wattignies-la-Victoire	258
59650	31	59	595	Wattrelos	41541
59651	31	59	596	Wavrechain-sous-Denain	1638
59652	31	59	596	Wavrechain-sous-Faulx	440
59653	31	59	595	Wavrin	7641
59654	31	59	593	Waziers	7615
59655	31	59	594	Wemaers-Cappel	250
59656	31	59	595	Wervicq-Sud	4696
59657	31	59	594	West-Cappel	586
59658	31	59	595	Wicres	382
59659	31	59	591	Wignehies	3099
59660	31	59	595	Willems	3015
59661	31	59	591	Willies	166
59662	31	59	594	Winnezeele	1215
59663	31	59	594	Wormhout	5229
59664	31	59	594	Wulverdinghe	287
59665	31	59	594	Wylder	320
59666	31	59	594	Zegerscappel	1464
59667	31	59	594	Zermezeele	194
59668	31	59	594	Zuydcoote	1669
59669	31	59	594	Zuytpeene	557
59670	31	59	595	Don	1365
60001	22	60	601	Abancourt	646
60002	22	60	601	Abbecourt	775
60003	22	60	602	Abbeville-Saint-Lucien	529
60004	22	60	601	Achy	347
60005	22	60	604	Acy-en-Multien	782
60006	22	60	602	Les Ageux	1129
60007	22	60	602	Agnetz	2960
60008	22	60	602	Airion	489
60009	22	60	601	Allonne	1572
60010	22	60	601	Amblainville	1730
60011	22	60	603	Amy	369
60012	22	60	601	Andeville	3186
60013	22	60	602	Angicourt	1588
60014	22	60	602	Angivillers	183
60015	22	60	602	Angy	1195
60016	22	60	602	Ansacq	272
60017	22	60	602	Ansauvillers	1217
60018	22	60	601	Anserville	450
60019	22	60	603	Antheuil-Portes	420
60020	22	60	604	Antilly	319
60021	22	60	603	Appilly	506
60022	22	60	604	Apremont	713
60023	22	60	603	Armancourt	558
60024	22	60	603	Arsy	778
60025	22	60	603	Attichy	1931
60026	22	60	601	Auchy-la-Montagne	500
60027	22	60	604	Auger-Saint-Vincent	511
60028	22	60	604	Aumont-en-Halatte	537
60029	22	60	601	Auneuil	2797
60030	22	60	601	Auteuil	591
60031	22	60	604	Autheuil-en-Valois	284
60032	22	60	603	Autrêches	745
60033	22	60	604	Avilly-Saint-Léonard	983
60034	22	60	602	Avrechy	1112
60035	22	60	603	Avricourt	264
60036	22	60	602	Avrigny	350
60037	22	60	603	Baboeuf	520
60038	22	60	601	Bachivillers	432
